id,sentence,num_aspect_terms,aspect_terms,at_polarity
11639667#1085238#2,Service turmt friendly hai।,1,['Service'],['positive']
11639667#1085238#6,"jo bhii reason ho, definitely yh place hone ko hai।",0,[],[]
32464595#574909#0,jb food kii baat hotii hai to yh literally ek hot spot hai।,1,['food'],['positive']
32892297#645108#0,Downstairs bar scene bhut thmdaa aur mज़edaar hai।,1,['Downstairs bar scene'],['positive']
35390182#756337#7,"Family kii trh feel krtaa hoom~, jb maim vhm~ jaataa hoom~।",0,[],[]
13383936#420974#1,"mujhe food bs iske owner, Da Silvano jitnaa achchhaa, km expensive lgaa।",2,"['food', 'owner']","['positive', 'positive']"
11484031#1129679#3,unke paas sbhii trh ke homemade pastas haim -- maim gnocchi ko recommend krtaa hoom~ -- yum!,2,"['homemade pastas', 'gnocchi']","['positive', 'positive']"
14336883#1094817#3,"meraa vegetable risotto jl gyaa thaa, aur poorii trh brunt flavor mem infused ho gyaa।",2,"['vegetable risotto', 'flavor']","['negative', 'negative']"
35695422#1464305#1,kyaa shaandaar surprise hai!,0,[],[]
32935729#785247#8,is place kaa mukhy draw price hai।,1,['price'],['positive']
35390148#588852#4,is trh kii service ke hope ke saath business mem kaise rhemge।,1,['service'],['negative']
32405935#675215#1,"lekin yhm~ kaa dinner kbhii disappointing nhiim rhaa, jbki prices thoड़aa jyaadaa hai।",2,"['dinner', 'prices']","['positive', 'negative']"
32895093#418997#1,"naa kevl unke paas amazing, sandwiches, soup, pizza aadi hai, lekin unke homemade sorbets is world se alg haim।",4,"['sandwiches', 'soup', 'pizza', 'homemade sorbets']","['positive', 'positive', 'positive', 'positive']"
35393630#1095759#1,"Homemade Guacamole, avishvaasii entree, aur sbse amazing deserts hai।",3,"['Homemade Guacamole', 'entree', 'deserts']","['positive', 'positive', 'positive']"
11461396#699654#0,Sushi uchit roop se priced aur fresh hai।,2,"['Sushi', 'priced']","['positive', 'positive']"
32485393#1022496#1,"yh fuss nhiim, blki fast aur delicious hai।",0,[],[]
35869867#649564#3,Deserts ke lie room save krem - ve mrne ko haim।,1,['Deserts'],['positive']
32408649#945413#2,Grill se sbse achchhii chiiज़ order krne ke lie (Churrasco aur Ribs) hai।,3,"['Grill', 'Churrasco', 'Ribs']","['positive', 'positive', 'positive']"
35196520#758440#0,Traditional Italian items shaandaar haim - sste aur aaraamdaayk setting mem served kiye gye haim।,3,"['Traditional Italian items', 'setting', 'served']","['positive', 'positive', 'positive']"
33085669#409731#7,jhm aap iced blended mocha yaa hot white mocha lete hai aap bhut hii khush hote haim।,2,"['iced blended mocha', 'hot white mocha']","['positive', 'positive']"
33068909#1189415#1,pichhle Tuesday ek friend ke saath late lunch ke lie।,1,['late lunch'],['neutral']
32891589#573560#3,yh delish thaa aur maim ise khaakr bad feel nhiim kiyaa।,0,[],[]
32894416#1193614#4,doosre friend ko parmesan cheese ke lie 3 times poochhnaa pड़aa thaa।,1,['parmesan cheese'],['neutral']
35177381#521555#1,"hmaarii waitress ne kbhii kisii food ke lie koii apparently koshish nhiim kii, aur koii bhii kisii prkaar kaa wine recommend krne vaalaa nhiim thaa।",3,"['waitress', 'food', 'wine']","['negative', 'neutral', 'neutral']"
15094232#1295193#3,"Service thoड़aa slow thaa aur portions thoड़aa chhotaa thaa islie ydi tum hungry aur rush mem ho, yh place tumhaare lie nhiim hai।",2,"['Service', 'portions']","['negative', 'negative']"
35701425#1155856#4,mujhe bar mem kuchh minutes mere friend ke lie wait krnaa hai।,1,['bar'],['neutral']
35816071#637243#1,"Chef Vincenzo, ydi aapko vh chaahie to vhm~ hmeshaa haim, ek real talent hai aur ek real Roman hai।",1,['Chef'],['positive']
33069536#707145#4,"ydi aap kuchh great Indian food ko taste krne kaa soch rhe haim aur achchhii service chaahte haim, to Curry Leaf pkkaa visit krem।",2,"['Indian food', 'service']","['positive', 'positive']"
35158451#1089920#4,Quality of the meat aapke local grocery store ke lgbhg braabr thii।,1,['Quality of the meat'],['negative']
32894966#1727613#2,ve smoothies aur fresh juices mem specialize thii।,2,"['smoothies', 'fresh juices']","['positive', 'positive']"
35714274#1076679#3,"yh sbse phle well done aayaa, aur maimne ise politely vaaps bhejaa।",0,[],[]
11351587#1488758#7,"maimne black roasted codfish ko recommend kiyaa, yh evening kaa sbse achchhaa dish thaa।",2,"['black roasted codfish', 'dish']","['positive', 'positive']"
35759841#1360876#3,apnaa time aur money brbaad mt kro।,0,[],[]
32894267#698671#3,"yh achchhaa hai lekin, lekin movie book jitnaa achchhaa nhiim hai, yh ek same analogy hai।",0,[],[]
11624981#549489#9,yh bhut warm experiance thaa।,0,[],[]
35084984#412657#0,maim brunch ke lie Common Stock mem gyaa aur maim bhut impressed huaa thaa।,1,['brunch'],['neutral']
33069925#747092#0,"ab nikki suchi bulaayii gyii, sushi thiik hai।",1,['sushi'],['neutral']
32938828#1194079#0,ek place jo ki yh 24 hours (adhiktr yh downtown Brooklyn mem) find krnaa achchhaa hai।,0,[],[]
32935729#785247#11,saadhaarण svsthvrdhk unglamorous food sstaa hai।,1,['food'],['positive']
35869867#649564#0,"yh ek bhut hii fantastic dining experience, jo maimne usii week mem vaaps kiyaa।",1,['dining experience'],['positive']
11359613#884374#6,"uchit hone ke saath, food phir bhii achchhaa hai aur service quick hai aur attentive hai jbki yh usually bhut busy hai।",2,"['food', 'service']","['positive', 'positive']"
11558693#1436895#5,maimne Chicken Teriyaki aur mere husband ne Garlic Shrimp kii peshksh kii।,2,"['Chicken Teriyaki', 'Garlic Shrimp']","['neutral', 'neutral']"
11558693#1436895#0,maimne ek mall food court mem behtr Japanese food khaayaa।,1,['Japanese food'],['negative']
32894966#1727613#10,Staff members bhut adhik friendly aur jbki meraa ek drink replaced kr diyaa jb maimne ise baahr giraa diyaa।,2,"['Staff members', 'drink']","['positive', 'neutral']"
11359717#1138929#0,Cool atmosphere lekin ek kitnaa let down thaa।,1,['atmosphere'],['positive']
32938222#1552119#3,"Sashimi portion adhiktr logom ke lie kaaphii bड़aa thaa, lekin mujhe aise fact psmd nhiim jo ve artifical lobster meat kaa upyog krte haim।",2,"['Sashimi portion', 'artifical lobster meat']","['positive', 'negative']"
32891589#573560#1,unke paas wheat crusted pizza vaakii fresh aur svaadisht ingredients se bnaa huaa hai।,2,"['wheat crusted pizza', 'ingredients']","['positive', 'positive']"
33070309#423221#0,"is dedicated seafood joint mem ek shaandaar dinner kiyaa, food achchhe se prepared aur -presented aur service pleasent aur prompt thaa।",3,"['dinner', 'food', 'service']","['positive', 'positive', 'positive']"
32936760#1397861#7,"Icing se yh cake bnaa hai, yh fluffy, jyaadaa sweet nhiim, creamy aur light hai।",1,['cake'],['positive']
32936760#1397861#5,mt mem 5 bje store mem time se harried staff ke lie expensive slices khriidne ke lie aane do। ,2,"['staff', 'slices']","['negative', 'negative']"
33085939#758010#1,hmne chhoड़ne ke lie khtm kiyaa kyomki hmem phle essentially wait staff svraa ignored kiyaa gyaa--jbki bm~kii kaa restaurant bhut bड़aa empty thaa। ,1,['wait staff'],['negative']
11351664#1238806#5,"Wine list kmaal kaa hai, achchhe se priced hai jo bhut se regions ko cover krtaa hai।",2,"['Wine list', 'priced']","['positive', 'positive']"
33068890#423889#0,agr aap kisii prkaar se imaging krke fresh aur tasty salads lenaa chaahte haim to yhm~ jaaem~।,1,['salads'],['positive']
36244423#1058258#4,yhm~ kaa sbkuchh adorable hai yhm~ tk ki bathroom bhii।,1,['bathroom'],['positive']
11302357#835238#3,"shaayd meraa sbse khraab dining experience new york mem huaa hai, aur maim ek former waiter hoom~ islie maim jntaa hoom~ kii maim kyaa baat kr rhaa hoom~।",2,"['dining experience', 'waiter']","['negative', 'neutral']"
32936760#1397861#6,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",2,"['texture', 'hint of cocoa']","['positive', 'positive']"
11359762#927332#4,Round corner table next to the large window ke lie poochhiye।,1,['Round corner table next to the large window'],['positive']
32891589#573560#4,"unkaa twist on pizza healthy, lekin flavor se bhraa huaa hai।",2,"['flavor', 'twist on pizza']","['positive', 'positive']"
11350033#1264371#1,AC kii kmii se fact yh hai ki million swarming bodies (jbki hr koii polite hai aur koii push nhiim kr rhaa hai) jo ek chhotaa turn off hai।,1,['AC'],['negative']
11351328#1638529#0,"mujhe Little Pie Company bhut psmd hai aur sbhii jinhone reviews likhaa hai, lekin two sales people ke lie kisii ko Grand Central location mem unke RUDE service ke kaarण visit krne se avshy discourage krnaa chaahie।",2,"['service', 'sales people']","['negative', 'negative']"
35708055#673129#1,lgtaa nhiim hai ki kisii trh kaa koii effort display and quality of the food shaandaar thaa।,1,['display and quality of the food'],['negative']
11351628#404492#1,Food jbki mostly deep fried--simple aur satisfying hai।,1,['Food'],['positive']
11548230#560890#1,hm neighbourhood mem rhte haim aur jbse opened huaa hai week mem do baar vhm~ jaate rhe haim।,0,[],[]
11639814#570590#1,Food shaandaar thaa-authentic Italian cuisine bilkul fresh bnaa hai।,2,"['Food', 'Italian cuisine']","['positive', 'positive']"
11313359#650269#4,raat mem atmosphere chhupe hue jewel mem bdl rhaa hai joki discovered krne ke lie wait kr rhaa hai। ,1,['atmosphere'],['positive']
11351814#1650882#5,"doosrii baar maim romantic date heaven mem gyaa, aap walk-in kr ke booth by the windows paa skte haim, not-crowded place mem apne ko VIP kii trh great food aur service ko VIP kii trh treat krvaaiie।",4,"['booth by the windows', 'place', 'food', 'service']","['neutral', 'positive', 'positive', 'positive']"
33070601#438491#1,maim kevl coffee ke lie jaaoomgaa joki Starbucks ke jaisaa yaa usse bhut achchhaa hai।,1,['coffee'],['positive']
11359797#469087#0,maim jb tk door ke bgl mem dosa hut tb tk maim pongal kaa regular costumer huaa krtaa thaa।,0,[],[]
11651065#413029#2,kuchh niraash krne vaale wine list (kevl new vintages ke saath)।,2,"['wine list', 'vintages']","['negative', 'negative']"
33059678#631861#4,"donom bhut achchhe the, lekin aap similar restaurant mem kuchh nhiim paaemge।",0,[],[]
11639261#426600#0,ydi aap nasty high priced food kii baat krte haim to ghetto scenery cheap BX A$$ mem bel ke lie yhii ek place hai।,3,"['priced', 'food', 'scenery']","['negative', 'negative', 'negative']"
33069925#747092#1,New hamburger with special sauce thiik hai - km se km big mac se bड़aa hai। ,2,"['New hamburger with special sauce', 'big mac']","['positive', 'negative']"
35196520#758440#1,"bilkul al dente pasta, binaa sauce mem doobaa huaa -- generous portions hai।",3,"['pasta', 'sauce', 'portions']","['positive', 'neutral', 'positive']"
35692932#1064131#2,aur owner smaanytyaa lovely aur friendly hai।,1,['owner'],['positive']
11484031#1129679#0,yh chhotaa place kmaal kaa warm hai।,1,['place'],['positive']
33106326#864352#4,ek quick meal ke lie shaandaar hai।,1,['meal'],['positive']
35709451#1061726#0,Local family ko warmth krne ke lie sporting events ke lie shaandaar place hai।,1,['place'],['positive']
11351762#644011#3,"Service shaandaar thaa, aur uske paas birthday ke lie poorii ek achchhii deal hai।",1,['Service'],['positive']
36244423#1058258#1,Staff 100% hai Italian aur food utnaa hii authentic hai jitnaa kii miltaa hai।,2,"['Staff', 'food']","['positive', 'positive']"
11461396#699654#3,ek sushi lunch ke lie achchhaa hai।,1,['sushi lunch'],['positive']
11464789#378665#2,Mojito khaao aur back patio mem baitho।,2,"['Mojito', 'back patio']","['positive', 'positive']"
11351513#832512#2,Service dreadfully slow thaa (Place kevl aadhaa full thaa) aur ek smile achchhaa ho sktaa thaa।,1,['Service'],['negative']
11408372#630381#0,maim is pichhle Saturday ko gyaa aur braised lamb shank with mashed potatoes kaa ek shaandaar meal khaayaa,2,"['meal', 'braised lamb shank with mashed potatoes']","['positive', 'positive']"
32894669#1075584#2,Waitress ne aakaar apnaa soy sauce ko uthaa liyaa jbki hm apnaa lunch abhii kr hii rhe the।,3,"['Waitress', 'soy sauce', 'lunch']","['negative', 'neutral', 'neutral']"
11661949#1709112#2,"islie hm bar mem baith ge, bartender ko dekhkr aisaa lgaa ki vo vhm~ rhnaa chaahtaa thaa।",2,"['bar', 'bartender']","['neutral', 'negative']"
32933228#1700177#1,"maim fried pork dumplings, orange chicken/beef, fried rice ko reccomend krtaa hoom~। ",3,"['fried pork dumplings', 'orange chicken/beef', 'fried rice']","['positive', 'positive', 'positive']"
11359762#927332#0,aap menu mem kisii bhii choices se disappointed nhiim homge।,1,['menu'],['positive']
35709275#573688#1,French fries -- with the kalmata dip shaandaar thaa!,1,['French fries -- with the kalmata dip'],['positive']
11350031#590790#3,maim pkkaa vaaps jaaoomgaa -- ydi kevl blackboard pr kuchh aise exotic martinis haim।,1,['martinis'],['positive']
32469157#1273114#2,ve thoke hue path se bilkul bhut hii alg trip ke lie worth hai।,0,[],[]
33060905#1138585#2,tb usne table ke saath 1 yaa 2 chairs add naa krne ke lie apne end se additional people ke lie ek fuss bnaayaa।,2,"['chairs', 'table']","['neutral', 'neutral']"
35693216#1233439#1,"Happy hour bhut cheap hai, lekin vh service yaa atmosphere ko reflect nhiim krtaa hai।",3,"['Happy hour', 'service', 'atmosphere']","['positive', 'positive', 'positive']"
33068909#1189415#2,"lgbhg ek hour waiting ke baad, waiter brusquely ne hme btaayaa ki usne kitchen mem hmaaraa order denaa bhool gyaa।",3,"['waiter', 'kitchen', 'waiting']","['negative', 'neutral', 'negative']"
33070383#592089#0,8th avenue pr sbhii mundane yaa mediocre places ke saath ek rkhnaa achchhaa hogaa ki quaility aur atmosphere mem ek step oopr hai।,2,"['quaility', 'atmosphere']","['positive', 'positive']"
32889544#0#0,"Students kaa ek mix aur is narrow area residents kaa crowd, kevl vhm~ ke is jldii space mem, ek dirt-cheap prices mem ek svaadisht treats hai।",3,"['space', 'prices', 'treats']","['negative', 'positive', 'positive']"
35698240#574381#4,"ek koshish kro, menu typical French vaalaa lekin bhinn hai।",1,['menu'],['neutral']
33064238#563983#1,yh crowded hotaa jaaegaa lekin yhm~ back mem bhut sii seats hai aur hr koii jo yhm~ work krtaa hai bhut achchhaa hai।,1,['seats'],['positive']
11651065#413029#3,"lekin value ke lie, yh ek chhote group ke saath fun night out ko enjoy krne ke lie ek shaandaar affordable spot hai।",1,['value'],['positive']
36216551#1233442#1,City mem negative reviews shaayd jelous competing restaurants jo realize krtaa hai ki ve Temple's ke ko lekr saare positive attitude ke shii way se customers ko treat krnaa aur top quality kaa food denaa hotaa hai। ,2,"['food', 'attitude']","['positive', 'positive']"
11351725#582163#4,hmne ek glass of wine ordered kiyaa aur wine ke aane se phle eating aur paying donom kr diyaa।,1,['glass of wine'],['neutral']
35720486#684689#0,"yh achchhaa thaa, lekin koii bhii flavors WOW nhiim thaa।",1,['flavors'],['neutral']
32938222#1552119#4,kul milaakr yh kuchh friends ke lie hang out aur service ke lie place shaandaar aur achchhaa hai।,2,"['place', 'service']","['positive', 'positive']"
32408649#945413#3,Food kii ek shaandaar quality aur ek achchhe restaurant price mem hai।,2,"['Food', 'price']","['positive', 'positive']"
11661949#1709112#4,"asl mem, hr koii jo vhm~ work krtaa hai annoyed lgtaa hai।",0,[],[]
33106326#864352#1,"lgbhg eleven bucks aapko ek gigantic burrito (yaa tacos), margarita, aur dessert miltaa hai।",4,"['burrito', 'tacos', 'margarita', 'dessert']","['positive', 'positive', 'neutral', 'neutral']"
11351622#0#1,Space feel ke lie paarmprik hai।,1,['Space'],['neutral']
33060905#1138585#1,"Restaurant pooraa kaa pooraa empty thaa, lekin usne mujhe ek dirty look diyaa aur koii reservations nhiim poochhaa।",1,['reservations'],['neutral']
36072604#1106889#0,"maim is restaurants mem years se jaataa rhaa hoom~, past mem service average thii aur food inconsistant thaa।",2,"['service', 'food']","['neutral', 'negative']"
11567247#1415594#2,"Music fascinating thaa, lekin conversation ke lie room bchaa huaa thaa, aur bartender ne kmaal ke drinks bnaaye the। ",3,"['Music', 'bartender', 'drinks']","['positive', 'positive', 'positive']"
32894966#1727613#8,adhiktr sandwiches soy mayonaise se bne hue haim joki asl mem bhut achchhaa hai।,2,"['sandwiches', 'soy mayonaise']","['positive', 'positive']"
33060905#1138585#0,maim one day ek group ke lie table poochhne ke lie gyaa aur hostess dvaaraa bhut hii rude greet kiyaa gyaa।,2,"['hostess', 'table']","['negative', 'neutral']"
11351819#985076#2,Three hours ke Waiting ke baad hmaarii entrees ek treat bhii thii।,2,"['entrees', 'Waiting']","['neutral', 'negative']"
15069510#648179#4,yhii conversations hai jo ise ek fun place bhii bnaataa hai।,1,['place'],['positive']
11351451#805713#2,"jbki merii gf's duck confitte bhut solid thii, jbki mere paas thoड़aa base of reference thaa।",1,['duck confitte'],['positive']
35695422#1464305#2,"Wine list supurb thaa, hmaare tapas shaandaar, aur quiet atmosphere achchhe conversations ke lie bilkul perfect the।",3,"['Wine list', 'tapas', 'atmosphere']","['positive', 'positive', 'positive']"
11351625#909535#0,is weekend movies jaane se phle bhut shaandaar meal khaayaa!,1,['meal'],['positive']
